,fips_code,high_tourist_border_sales,year,niaaa_pop_21_plus,census_total_pop,census_total_pop_21_plus,census_percent_pop_21_plus,census_percent_pop_18_24,census_percent_pop_25_34,census_percent_pop_35_44,census_percent_pop_45_54,census_percent_pop_55_64,census_percent_pop_65_plus,census_percent_pop_male,census_percent_pop_female,census_percent_pop_married,census_percent_pop_widowed,census_percent_pop_divorced,census_percent_pop_separated,census_percent_pop_never_married,ed_census_percent_pop_less_hs,ed_census_percent_pop_only_hs,ed_census_percent_pop_some_college_or_assoc,ed_percent_pop_college_grad_only,ed_percent_pop_grad_prof_degree,census_percent_employed,census_percent_unemployed,census_percent_armed_forces_employment,census_percent_not_in_labor_force,brfss_drinking_culture_surrogate_metric_percent_binge,tpc_state_beer_tax_rates_dollar_gal,bea_personal_income_dollars,bea_disp_inc_dollars,bea_percapita_personal_income_dollars,bea_percapita_disp_inc_dollars,census_median_household_inc_dollars,census_percent_pop_in_poverty_est,niaaa_total_beer_vol_consumed_gallons,niaaa_legal_adult_per_capita_beer_consumed_gallons,ba_craft_beer_produced_gallons,ba_legal_adult_per_capita_craft_beer_produced_gallons
284,33,1,2015,1014541,1330608,1008601,0.758,0.098,0.117,0.118,0.154,0.152,0.164,0.494,0.506,0.511,0.056,0.124,0.011,0.299,0.069,0.285,0.289,0.219,0.137,0.647,0.029,0.002,0.322,0.165,0.3,72779.6,65022.4,54166,48393,70303,0.073,47399000,46.72,2916914.0,2.88
285,34,0,2015,6559718,8958013,6619972,0.739,0.088,0.129,0.13,0.148,0.132,0.15,0.488,0.512,0.489,0.062,0.085,0.018,0.346,0.109,0.285,0.23,0.233,0.143,0.608,0.043,0.001,0.348,0.16,0.12,530303.1,454670.3,58425,50093,72222,0.112,137429331,20.95,2478202.0,0.38
286,35,0,2015,1506832,2085109,1499193,0.719,0.1,0.131,0.118,0.123,0.13,0.158,0.496,0.504,0.45,0.06,0.131,0.018,0.341,0.154,0.268,0.313,0.144,0.121,0.536,0.043,0.006,0.416,0.129,0.41,79130.8,71903.8,37753,34305,45382,0.197,38650249,25.65,2642130.0,1.75
287,36,0,2015,14694426,19795791,14767660,0.746,0.098,0.145,0.126,0.139,0.128,0.15,0.486,0.514,0.439,0.058,0.089,0.025,0.389,0.14,0.265,0.244,0.2,0.15,0.59,0.041,0.001,0.368,0.167,0.14,1137082.3,938250.0,56603,46705,60850,0.142,331263507,22.54,33688258.0,2.29
288,37,0,2015,7342010,10042802,7331245,0.73,0.099,0.129,0.131,0.136,0.127,0.151,0.488,0.512,0.481,0.062,0.111,0.029,0.317,0.134,0.264,0.307,0.189,0.106,0.568,0.042,0.009,0.381,0.138,0.62,414760.4,366949.2,41617,36820,47830,0.153,193944070,26.42,20939539.0,2.85
289,38,0,2015,546165,756928,548773,0.725,0.124,0.151,0.114,0.117,0.126,0.142,0.513,0.487,0.515,0.055,0.096,0.009,0.324,0.075,0.276,0.358,0.215,0.077,0.671,0.018,0.011,0.3,0.241,0.16,40408.2,36000.1,52981,47201,60557,0.107,21617864,39.58,262012.0,0.48
290,39,0,2015,8529193,11613423,8512639,0.733,0.094,0.128,0.121,0.136,0.137,0.158,0.489,0.511,0.475,0.064,0.122,0.018,0.321,0.103,0.337,0.292,0.168,0.1,0.591,0.04,0.001,0.368,0.182,0.18,511339.8,453852.0,43801,38877,51075,0.136,250449000,29.36,42938100.0,5.03
291,40,0,2015,2791944,3911338,2780961,0.711,0.1,0.137,0.123,0.123,0.124,0.147,0.496,0.504,0.495,0.067,0.133,0.02,0.285,0.127,0.316,0.311,0.165,0.081,0.574,0.033,0.006,0.387,0.131,0.4,172726.3,156076.6,44277,40009,48568,0.142,75082000,26.89,1065811.0,0.38
292,41,0,2015,3008533,4028977,3017704,0.749,0.09,0.137,0.131,0.129,0.136,0.163,0.494,0.506,0.486,0.053,0.132,0.018,0.31,0.1,0.234,0.345,0.202,0.12,0.576,0.042,0.001,0.382,0.166,0.08,177478.1,153843.6,44166,38284,54148,0.119,91438730,30.39,33515712.0,11.14
293,42,0,2015,9573993,12802503,9563470,0.747,0.095,0.129,0.117,0.139,0.14,0.171,0.489,0.511,0.475,0.068,0.097,0.022,0.338,0.103,0.357,0.243,0.181,0.116,0.586,0.039,0.0,0.375,0.17,0.08,635818.0,558612.5,49293,43308,55702,0.123,313348000,32.73,125839230.0,13.14
294,44,0,2015,793251,1056298,791167,0.749,0.108,0.135,0.117,0.141,0.136,0.162,0.484,0.516,0.436,0.062,0.115,0.018,0.37,0.123,0.28,0.27,0.193,0.134,0.603,0.04,0.003,0.354,0.16,0.11,51775.2,45712.1,48058,42430,58073,0.118,19027000,23.99,645017.0,0.81
295,45,0,2015,3606984,4896146,3593771,0.734,0.099,0.129,0.123,0.133,0.131,0.162,0.487,0.513,0.465,0.067,0.11,0.032,0.326,0.137,0.294,0.301,0.173,0.095,0.551,0.043,0.007,0.399,0.152,0.77,192054.7,172635.5,39577,35575,47238,0.143,108717000,30.14,2484805.0,0.69
296,46,0,2015,607968,858469,609513,0.71,0.1,0.13,0.115,0.122,0.132,0.157,0.503,0.497,0.521,0.06,0.104,0.012,0.304,0.089,0.312,0.324,0.196,0.079,0.651,0.027,0.004,0.319,0.169,0.27,41160.1,37402.5,48302,43893,53017,0.139,22692000,37.32,264957.0,0.44
297,47,0,2015,4848114,6600299,4838019,0.733,0.096,0.131,0.127,0.135,0.13,0.154,0.487,0.513,0.485,0.065,0.128,0.022,0.301,0.139,0.331,0.272,0.161,0.096,0.568,0.038,0.004,0.39,0.103,1.15,277356.1,253158.6,41942,38283,47275,0.147,125081764,25.8,4427358.0,0.91
298,48,0,2015,19084597,27469114,19063565,0.694,0.101,0.145,0.136,0.127,0.111,0.117,0.496,0.504,0.488,0.051,0.108,0.025,0.327,0.176,0.253,0.287,0.187,0.097,0.603,0.035,0.005,0.357,0.159,0.19,1281170.1,1150103.6,46760,41976,55653,0.147,621189030,32.55,35186333.0,1.84
299,49,0,2015,1942129,2995919,1950343,0.651,0.114,0.147,0.134,0.103,0.095,0.102,0.503,0.497,0.553,0.038,0.094,0.016,0.299,0.085,0.242,0.355,0.211,0.107,0.649,0.027,0.001,0.323,0.116,0.41,119661.5,106142.6,39899,35392,62912,0.093,32798000,16.89,5693460.0,2.93
300,50,0,2015,473567,626042,473288,0.756,0.107,0.113,0.112,0.144,0.156,0.175,0.493,0.507,0.489,0.056,0.128,0.01,0.317,0.083,0.29,0.258,0.223,0.146,0.629,0.025,0.0,0.346,0.172,0.27,30598.0,27383.0,48120,43064,56990,0.107,18600000,39.28,8111274.0,17.13
301,51,0,2015,6161212,8382993,6153117,0.734,0.099,0.14,0.131,0.14,0.126,0.141,0.492,0.508,0.491,0.055,0.105,0.025,0.324,0.111,0.246,0.273,0.213,0.157,0.607,0.035,0.018,0.34,0.163,0.26,433088.2,376673.5,51620,44896,66262,0.109,154177939,25.02,8497441.0,1.38
302,53,0,2015,5291772,7170351,5277378,0.736,0.093,0.146,0.129,0.132,0.129,0.145,0.5,0.5,0.503,0.048,0.121,0.015,0.312,0.092,0.231,0.336,0.217,0.125,0.592,0.038,0.008,0.363,0.161,0.26,376360.8,334638.6,52415,46604,64129,0.114,127286000,24.05,13220322.0,2.5
303,54,0,2015,1397058,1844128,1390473,0.754,0.089,0.118,0.125,0.134,0.146,0.182,0.493,0.507,0.487,0.078,0.14,0.016,0.278,0.14,0.407,0.257,0.117,0.079,0.49,0.039,0.001,0.471,0.106,0.18,68437.8,61774.5,37067,33458,42019,0.145,41540000,29.73,438991.0,0.31
304,55,0,2015,4229122,5771337,4241933,0.735,0.097,0.126,0.121,0.138,0.138,0.156,0.497,0.503,0.505,0.057,0.107,0.011,0.321,0.086,0.312,0.318,0.189,0.094,0.64,0.028,0.001,0.331,0.229,0.06,266132.0,234745.6,45932,40515,55638,0.114,147498000,34.88,31637577.0,7.48
305,56,0,2015,424417,586107,417308,0.712,0.099,0.141,0.123,0.119,0.139,0.141,0.503,0.497,0.53,0.055,0.121,0.014,0.28,0.078,0.288,0.372,0.173,0.09,0.641,0.033,0.005,0.322,0.16,0.02,32755.6,29232.0,56122,50085,60214,0.098,13181830,31.06,652643.0,1.54
306,1,0,2016,3577151,4863300,3555072,0.731,0.095,0.129,0.123,0.133,0.132,0.161,0.484,0.516,0.469,0.072,0.126,0.023,0.31,0.149,0.306,0.298,0.154,0.094,0.533,0.036,0.003,0.427,0.13,1.05,190871.8,172173.6,38712,34919,46257,0.162,97805000,27.34,1892308.0,0.53
307,2,1,2016,528067,741894,526745,0.71,0.102,0.164,0.125,0.126,0.129,0.102,0.526,0.474,0.475,0.035,0.112,0.018,0.36,0.069,0.28,0.356,0.19,0.106,0.621,0.054,0.027,0.298,0.182,1.07,41285.5,37704.1,55535,50718,76440,0.126,15145601,28.68,6428425.0,12.17
308,4,0,2016,5026497,6931071,5004233,0.722,0.097,0.134,0.123,0.122,0.12,0.169,0.497,0.503,0.468,0.057,0.125,0.017,0.333,0.133,0.239,0.339,0.181,0.108,0.553,0.038,0.003,0.406,0.156,0.16,279696.7,250636.5,41122,36850,53558,0.161,143406000,28.53,4564891.0,0.91
309,5,0,2016,2166872,2988248,2142574,0.717,0.097,0.128,0.122,0.127,0.127,0.162,0.492,0.508,0.489,0.069,0.135,0.026,0.281,0.14,0.343,0.293,0.142,0.082,0.544,0.029,0.002,0.425,0.15,0.24,119758.8,107887.7,40179,36197,44334,0.16,50620792,23.36,1111216.0,0.51
310,6,0,2016,28500684,39250017,28534762,0.727,0.098,0.15,0.132,0.132,0.119,0.136,0.497,0.503,0.465,0.05,0.094,0.021,0.37,0.176,0.205,0.29,0.206,0.123,0.588,0.041,0.004,0.367,0.163,0.2,2191138.0,1871763.1,55863,47721,67739,0.139,687240437,24.11,102151866.0,3.58
311,8,0,2016,4067814,5540545,4055679,0.732,0.096,0.151,0.135,0.13,0.126,0.134,0.504,0.496,0.504,0.044,0.118,0.014,0.32,0.086,0.22,0.296,0.249,0.149,0.64,0.032,0.008,0.32,0.19,0.08,283678.7,246133.3,51306,44515,65685,0.085,115745215,28.45,44303045.0,10.89
312,9,0,2016,2670594,3576452,2668033,0.746,0.1,0.122,0.119,0.147,0.141,0.161,0.488,0.512,0.469,0.058,0.108,0.013,0.352,0.095,0.275,0.244,0.219,0.167,0.621,0.042,0.003,0.334,0.167,0.24,243698.7,205557.5,67550,56978,73433,0.098,56760692,21.25,4024567.0,1.51
313,10,1,2016,709322,952065,710240,0.746,0.09,0.135,0.116,0.132,0.138,0.175,0.483,0.517,0.466,0.06,0.112,0.017,0.344,0.107,0.321,0.263,0.184,0.126,0.576,0.035,0.003,0.386,0.17,0.16,45928.4,40638.2,48192,42641,61757,0.116,21096523,29.74,7741710.0,10.91
314,11,1,2016,534614,681170,527226,0.774,0.118,0.227,0.145,0.114,0.103,0.116,0.475,0.525,0.283,0.043,0.089,0.02,0.566,0.095,0.178,0.159,0.24,0.329,0.64,0.048,0.006,0.307,0.255,0.09,52190.6,44223.5,77453,65630,75506,0.163,14601000,27.31,936241.0,1.75
315,12,0,2016,15756937,20612439,15706679,0.762,0.086,0.129,0.12,0.134,0.132,0.199,0.489,0.511,0.458,0.069,0.131,0.024,0.318,0.126,0.289,0.299,0.182,0.104,0.544,0.035,0.004,0.418,0.155,0.48,938985.6,842025.1,45720,40999,50860,0.13,422153766,26.79,38908459.0,2.47
316,13,0,2016,7378326,10310371,7351295,0.713,0.098,0.136,0.134,0.136,0.12,0.132,0.487,0.513,0.466,0.056,0.115,0.023,0.341,0.136,0.278,0.282,0.187,0.117,0.586,0.037,0.006,0.371,0.134,1.01,441039.1,392132.8,42744,38004,53559,0.154,187519000,25.41,12152069.0,1.65
317,15,1,2016,1073914,1428557,1069989,0.749,0.091,0.144,0.126,0.124,0.129,0.17,0.503,0.497,0.493,0.065,0.091,0.014,0.338,0.08,0.28,0.32,0.214,0.106,0.596,0.028,0.033,0.343,0.186,0.93,70744.8,62818.0,48555,43114,74511,0.093,33852000,31.52,1507786.0,1.4
318,16,0,2016,1179142,1683140,1174832,0.698,0.095,0.131,0.122,0.118,0.123,0.152,0.5,0.5,0.539,0.049,0.124,0.012,0.276,0.096,0.279,0.349,0.187,0.089,0.588,0.029,0.002,0.38,0.161,0.15,67294.1,60326.5,39676,35568,51807,0.111,29636000,25.13,2211351.0,1.88
319,17,0,2016,9391826,12801539,9370727,0.732,0.095,0.138,0.129,0.134,0.129,0.146,0.491,0.509,0.471,0.059,0.1,0.016,0.355,0.112,0.26,0.289,0.209,0.13,0.61,0.041,0.002,0.348,0.199,0.23,664686.8,580489.9,51340,44837,60960,0.121,262276345,27.93,10465043.0,1.11
320,18,0,2016,4781121,6633053,4769165,0.719,0.1,0.129,0.123,0.13,0.13,0.149,0.493,0.507,0.486,0.059,0.126,0.014,0.315,0.116,0.337,0.29,0.163,0.093,0.604,0.032,0.001,0.363,0.175,0.12,287275.2,256746.2,43145,38560,52314,0.118,118132001,24.71,6999816.0,1.46
321,19,0,2016,2263570,3134693,2263248,0.722,0.102,0.126,0.118,0.125,0.133,0.164,0.497,0.503,0.522,0.061,0.108,0.011,0.298,0.082,0.311,0.322,0.191,0.093,0.648,0.027,0.001,0.324,0.212,0.19,143839.9,128254.5,45672,40723,56247,0.098,74121203,32.75,1898191.0,0.84
322,20,0,2016,2070962,2907289,2058361,0.708,0.103,0.13,0.122,0.121,0.128,0.15,0.498,0.502,0.51,0.06,0.116,0.013,0.301,0.095,0.262,0.315,0.207,0.122,0.627,0.029,0.007,0.337,0.16,0.18,136753.6,122553.1,46718,41867,54935,0.112,53477022,25.82,1597812.0,0.77
323,21,0,2016,3256585,4436974,3234554,0.729,0.097,0.127,0.125,0.135,0.133,0.155,0.491,0.509,0.482,0.067,0.132,0.022,0.297,0.143,0.323,0.299,0.14,0.095,0.552,0.035,0.004,0.409,0.147,0.08,175275.6,156260.1,39321,35055,46659,0.152,78371323,24.07,3185279.0,0.98
324,22,0,2016,3392641,4681666,3366118,0.719,0.096,0.143,0.125,0.125,0.128,0.144,0.49,0.51,0.425,0.062,0.123,0.026,0.364,0.156,0.34,0.27,0.152,0.082,0.548,0.041,0.004,0.407,0.169,0.32,197411.9,178775.0,42132,38154,45146,0.202,106082000,31.27,6718167.0,1.98
325,23,0,2016,1028816,1331479,1025239,0.77,0.083,0.118,0.114,0.144,0.157,0.193,0.489,0.511,0.487,0.065,0.146,0.011,0.291,0.077,0.329,0.293,0.188,0.113,0.594,0.028,0.002,0.377,0.183,0.35,59286.8,52865.1,44238,39446,53079,0.127,34441000,33.48,9825544.0,9.55
326,24,0,2016,4431697,6016447,4440138,0.738,0.091,0.138,0.127,0.142,0.132,0.146,0.485,0.515,0.464,0.055,0.101,0.022,0.358,0.099,0.254,0.254,0.209,0.185,0.638,0.036,0.006,0.32,0.153,0.09,344195.1,296325.1,56614,48740,78945,0.071,91886003,20.73,8760391.0,1.98
327,25,0,2016,5137827,6811779,5115646,0.751,0.104,0.14,0.121,0.141,0.134,0.158,0.485,0.515,0.458,0.055,0.095,0.017,0.375,0.096,0.245,0.232,0.238,0.19,0.637,0.035,0.001,0.326,0.178,0.11,438598.5,370077.6,63487,53568,75297,0.096,121899732,23.73,16129297.0,3.14
328,26,0,2016,7351721,9928300,7317157,0.737,0.098,0.126,0.117,0.136,0.141,0.162,0.492,0.508,0.475,0.06,0.118,0.013,0.334,0.096,0.293,0.329,0.172,0.111,0.573,0.038,0.0,0.388,0.19,0.2,441557.2,389478.1,44081,38882,52492,0.111,190290886,25.88,26226897.0,3.57
329,27,0,2016,4020426,5519952,4013005,0.727,0.092,0.135,0.123,0.132,0.134,0.15,0.498,0.502,0.513,0.052,0.103,0.01,0.322,0.071,0.252,0.329,0.231,0.117,0.668,0.027,0.001,0.305,0.213,0.15,288866.6,248326.8,51990,44693,65599,0.087,115643004,28.76,18891872.0,4.7
330,28,0,2016,2144712,2988726,2121995,0.71,0.103,0.127,0.125,0.126,0.127,0.15,0.482,0.518,0.443,0.071,0.114,0.03,0.342,0.159,0.308,0.315,0.135,0.082,0.523,0.044,0.005,0.429,0.123,0.43,106355.5,97349.3,35638,32620,41754,0.211,69347000,32.33,895156.0,0.42
331,29,0,2016,4467283,6093000,4441797,0.729,0.096,0.131,0.121,0.13,0.134,0.16,0.491,0.509,0.488,0.065,0.121,0.018,0.308,0.104,0.307,0.304,0.177,0.108,0.595,0.031,0.004,0.37,0.183,0.06,267048.6,237097.9,43826,38911,51746,0.13,128845919,28.84,11434554.0,2.56
332,30,0,2016,774333,1042520,771465,0.74,0.097,0.122,0.115,0.123,0.148,0.176,0.505,0.495,0.516,0.057,0.124,0.011,0.292,0.072,0.29,0.329,0.209,0.101,0.601,0.03,0.004,0.366,0.189,0.14,45283.3,40348.9,43306,38587,50027,0.117,31047625,40.1,5568595.0,7.19
333,31,0,2016,1351747,1907116,1348331,0.707,0.099,0.134,0.122,0.12,0.127,0.149,0.498,0.502,0.517,0.061,0.106,0.011,0.305,0.091,0.264,0.331,0.211,0.104,0.666,0.025,0.004,0.305,0.2,0.31,93559.7,83667.2,48695,43546,56927,0.096,44361000,32.82,1450967.0,1.07
334,32,1,2016,2147414,2940058,2158003,0.734,0.086,0.144,0.133,0.133,0.124,0.15,0.501,0.499,0.443,0.053,0.142,0.023,0.339,0.14,0.291,0.335,0.153,0.081,0.588,0.042,0.003,0.367,0.158,0.16,129879.1,115291.7,44700,39679,55180,0.101,75640000,35.22,1637662.0,0.76
335,33,1,2016,1023921,1334795,1017114,0.762,0.095,0.12,0.114,0.152,0.154,0.17,0.498,0.502,0.513,0.057,0.121,0.011,0.298,0.072,0.27,0.292,0.225,0.141,0.65,0.024,0.002,0.324,0.18,0.3,75229.0,66972.9,55681,49571,70936,0.064,47430000,46.32,3105070.0,3.03
336,34,0,2016,6579809,8944469,6627852,0.741,0.088,0.129,0.129,0.145,0.134,0.153,0.489,0.511,0.486,0.059,0.086,0.02,0.349,0.107,0.276,0.231,0.237,0.149,0.613,0.039,0.001,0.347,0.16,0.12,545301.7,468296.2,59793,51349,76126,0.094,135941064,20.66,3453896.0,0.52
337,35,0,2016,1514692,2081015,1504574,0.723,0.096,0.133,0.12,0.12,0.131,0.164,0.495,0.505,0.442,0.061,0.132,0.017,0.348,0.146,0.266,0.316,0.155,0.117,0.533,0.043,0.006,0.418,0.15,0.41,80782.3,73506.7,38475,35009,46748,0.178,41978517,27.71,3448346.0,2.28
338,36,0,2016,14721014,19745289,14749731,0.747,0.097,0.146,0.125,0.137,0.13,0.154,0.485,0.515,0.441,0.059,0.088,0.025,0.388,0.137,0.262,0.245,0.201,0.155,0.592,0.037,0.001,0.369,0.175,0.14,1176654.7,982658.7,58392,48765,62909,0.119,332575821,22.59,33846616.0,2.3
339,37,0,2016,7450479,10146788,7427449,0.732,0.096,0.13,0.129,0.137,0.128,0.154,0.486,0.514,0.484,0.061,0.108,0.027,0.319,0.127,0.258,0.311,0.196,0.108,0.572,0.038,0.009,0.38,0.146,0.62,429054.9,378998.7,42582,37614,50584,0.136,195506519,26.24,39351450.0,5.28
340,38,0,2016,546099,757953,548000,0.723,0.117,0.153,0.114,0.115,0.126,0.145,0.515,0.485,0.52,0.055,0.098,0.009,0.318,0.076,0.271,0.357,0.217,0.078,0.679,0.02,0.011,0.29,0.248,0.16,39232.0,35297.9,51307,46162,60656,0.111,20573812,37.67,351938.0,0.64
341,39,0,2016,8563710,11614373,8536564,0.735,0.093,0.129,0.119,0.133,0.139,0.162,0.49,0.51,0.474,0.063,0.122,0.016,0.325,0.1,0.333,0.292,0.172,0.103,0.595,0.036,0.001,0.368,0.179,0.18,521622.5,463262.7,44576,39589,52334,0.137,248000000,28.96,42564280.0,4.97
342,40,0,2016,2807862,3923561,2789652,0.711,0.099,0.137,0.122,0.123,0.124,0.15,0.495,0.505,0.489,0.064,0.133,0.022,0.292,0.122,0.312,0.314,0.168,0.084,0.569,0.036,0.005,0.39,0.119,0.4,164709.0,149062.1,42052,38057,49176,0.146,74307000,26.46,1483264.0,0.53
343,41,0,2016,3074780,4093465,3066005,0.749,0.09,0.14,0.13,0.126,0.134,0.169,0.495,0.505,0.489,0.055,0.131,0.016,0.31,0.097,0.229,0.346,0.2,0.127,0.583,0.035,0.001,0.381,0.163,0.08,186105.0,160837.6,45467,39294,57532,0.118,94124465,30.61,35623655.0,11.59
344,42,0,2016,9595799,12784227,9575386,0.749,0.093,0.131,0.116,0.136,0.141,0.174,0.49,0.51,0.471,0.067,0.099,0.021,0.342,0.099,0.351,0.242,0.188,0.12,0.585,0.036,0.001,0.379,0.194,0.08,653328.9,575436.1,50574,44545,56907,0.111,312728000,32.59,121074222.0,12.62
345,44,0,2016,796266,1056426,794432,0.752,0.108,0.135,0.116,0.139,0.14,0.165,0.484,0.516,0.427,0.062,0.124,0.016,0.372,0.115,0.278,0.266,0.206,0.135,0.597,0.038,0.004,0.361,0.158,0.11,52514.5,46269.3,48523,42753,60596,0.114,18700074,23.48,839325.0,1.05
346,45,0,2016,3666794,4961119,3646422,0.735,0.095,0.13,0.123,0.13,0.132,0.168,0.485,0.515,0.462,0.07,0.111,0.03,0.327,0.134,0.29,0.304,0.174,0.098,0.559,0.037,0.008,0.395,0.168,0.77,200027.4,179244.4,40732,36500,49501,0.141,107477000,29.31,3137026.0,0.86
347,46,0,2016,614656,865454,611876,0.707,0.099,0.129,0.114,0.118,0.134,0.159,0.503,0.497,0.505,0.061,0.105,0.011,0.318,0.088,0.29,0.333,0.196,0.092,0.65,0.026,0.003,0.321,0.193,0.27,41551.5,37742.2,48279,43853,54467,0.145,22537000,36.67,310893.0,0.51
348,47,0,2016,4900674,6651194,4881976,0.734,0.093,0.133,0.126,0.134,0.13,0.157,0.488,0.512,0.484,0.063,0.127,0.023,0.303,0.13,0.324,0.285,0.167,0.094,0.568,0.033,0.004,0.394,0.131,1.29,286532.3,260756.7,42943,39080,48547,0.149,124792518,25.46,7757648.0,1.58
349,48,0,2016,19445481,27862596,19364504,0.695,0.1,0.146,0.135,0.126,0.112,0.12,0.496,0.504,0.487,0.051,0.106,0.025,0.331,0.171,0.252,0.289,0.189,0.1,0.605,0.036,0.004,0.355,0.179,0.19,1276330.6,1154954.4,45862,41500,56565,0.138,642607594,33.05,36132949.0,1.86
350,49,0,2016,1989668,3051217,1992445,0.653,0.113,0.147,0.134,0.103,0.096,0.104,0.504,0.496,0.549,0.036,0.091,0.016,0.307,0.083,0.227,0.365,0.214,0.112,0.652,0.028,0.002,0.318,0.125,0.41,126540.6,111885.9,41312,36528,65977,0.086,32457000,16.31,6175824.0,3.1
351,50,0,2016,474488,624594,474067,0.759,0.106,0.115,0.113,0.139,0.155,0.181,0.493,0.507,0.479,0.063,0.132,0.01,0.316,0.079,0.293,0.265,0.211,0.152,0.625,0.026,0.001,0.348,0.184,0.27,31073.3,27754.9,48831,43616,57677,0.096,18600000,39.2,9167214.0,19.32
352,51,0,2016,6210094,8411808,6182679,0.735,0.098,0.137,0.13,0.138,0.129,0.146,0.492,0.508,0.494,0.055,0.101,0.024,0.325,0.107,0.24,0.272,0.217,0.164,0.609,0.032,0.017,0.342,0.159,0.26,444691.4,386860.4,52659,45811,68114,0.114,154230673,24.84,7986983.0,1.29
353,53,0,2016,5403504,7288000,5378544,0.738,0.091,0.147,0.13,0.131,0.13,0.148,0.499,0.501,0.504,0.049,0.119,0.015,0.314,0.092,0.223,0.334,0.22,0.132,0.598,0.034,0.008,0.359,0.164,0.26,397270.6,351840.5,54302,48092,67106,0.11,128030000,23.69,14485356.0,2.68
354,54,0,2016,1391219,1831102,1382482,0.755,0.089,0.118,0.122,0.133,0.145,0.187,0.492,0.508,0.487,0.077,0.139,0.016,0.281,0.14,0.397,0.255,0.126,0.082,0.494,0.041,0.001,0.465,0.113,0.18,68067.9,61658.9,37074,33583,43385,0.18,40951000,29.44,455138.0,0.33
355,55,0,2016,4250916,5778709,4253130,0.736,0.097,0.126,0.119,0.135,0.14,0.161,0.497,0.503,0.5,0.056,0.109,0.01,0.325,0.081,0.311,0.313,0.193,0.102,0.638,0.027,0.001,0.335,0.246,0.06,270846.6,238235.6,46598,40988,56811,0.107,144956000,34.1,30210663.0,7.11
356,56,0,2016,424138,585501,419804,0.717,0.092,0.138,0.123,0.118,0.138,0.15,0.509,0.491,0.53,0.051,0.129,0.015,0.275,0.068,0.293,0.367,0.174,0.097,0.626,0.037,0.005,0.332,0.184,0.02,31090.1,27991.0,53421,48096,59882,0.109,12498350,29.47,972061.0,2.29
357,1,0,2017,3591750,4874747,3563440,0.731,0.097,0.129,0.122,0.129,0.134,0.165,0.484,0.516,0.466,0.068,0.123,0.023,0.319,0.135,0.311,0.299,0.16,0.096,0.529,0.033,0.003,0.435,0.124,1.05,197963.8,179134.7,39975,36173,48123,0.15,95821000,26.68,1944870.0,0.54
358,2,1,2017,528187,739795,525994,0.711,0.099,0.16,0.131,0.12,0.127,0.112,0.521,0.479,0.482,0.037,0.122,0.018,0.34,0.083,0.276,0.352,0.18,0.108,0.602,0.049,0.029,0.32,0.196,1.07,41919.4,38525.4,56499,51925,73181,0.144,13960004,26.43,6333358.0,11.99
359,4,0,2017,5126360,7016270,5086796,0.725,0.096,0.136,0.122,0.121,0.121,0.171,0.497,0.503,0.469,0.054,0.124,0.018,0.335,0.128,0.241,0.337,0.183,0.11,0.561,0.035,0.003,0.401,0.152,0.16,297261.5,266666.0,43208,38761,56581,0.132,142538000,27.8,4579565.0,0.89
360,5,0,2017,2179306,3004279,2166085,0.721,0.096,0.127,0.123,0.125,0.127,0.165,0.493,0.507,0.492,0.069,0.136,0.025,0.278,0.133,0.34,0.293,0.15,0.084,0.546,0.032,0.002,0.42,0.151,0.24,123825.4,111671.5,41402,37338,45869,0.148,50336208,23.1,1311122.0,0.6
361,6,0,2017,28745762,39536653,28861757,0.73,0.096,0.152,0.132,0.131,0.12,0.139,0.497,0.503,0.466,0.049,0.093,0.02,0.372,0.167,0.208,0.289,0.211,0.126,0.595,0.037,0.004,0.363,0.176,0.2,2295048.7,1961488.7,58214,49754,71805,0.124,679722660,23.65,101851274.0,3.54
362,8,0,2017,4139175,5607154,4121258,0.735,0.093,0.155,0.136,0.127,0.126,0.138,0.503,0.497,0.502,0.043,0.119,0.014,0.322,0.084,0.213,0.291,0.26,0.152,0.646,0.028,0.008,0.318,0.189,0.08,303366.7,264253.1,54171,47187,69117,0.077,117581885,28.41,47219334.0,11.41
363,9,0,2017,2675091,3588184,2691138,0.75,0.098,0.124,0.117,0.144,0.143,0.167,0.488,0.512,0.469,0.058,0.109,0.013,0.351,0.096,0.271,0.246,0.214,0.173,0.614,0.04,0.003,0.343,0.154,0.24,249451.1,210110.4,69146,58241,74168,0.109,54947862,20.54,5172281.0,1.93
364,10,1,2017,716974,961939,718568,0.747,0.087,0.136,0.115,0.129,0.139,0.18,0.484,0.516,0.474,0.061,0.109,0.018,0.34,0.094,0.324,0.267,0.18,0.135,0.558,0.031,0.004,0.407,0.148,0.16,48077.1,42485.7,50002,44187,62852,0.092,20485731,28.57,9074960.0,12.66
365,11,1,2017,540425,693972,536440,0.773,0.108,0.234,0.147,0.11,0.101,0.121,0.474,0.526,0.281,0.043,0.083,0.021,0.572,0.098,0.172,0.157,0.239,0.334,0.653,0.046,0.006,0.295,0.256,0.09,54158.7,45919.1,79535,67434,82372,0.136,14446000,26.73,1023784.0,1.89
366,12,0,2017,16057403,20984400,16032082,0.764,0.084,0.129,0.121,0.132,0.133,0.201,0.489,0.511,0.461,0.069,0.13,0.022,0.318,0.116,0.288,0.299,0.189,0.108,0.549,0.032,0.003,0.416,0.151,0.48,1011002.2,890172.4,48439,42650,52594,0.137,421631202,26.26,43648986.0,2.72
